Course Code,Course Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS 2020,EOS 2019,EOS 2018
DB501,Computing (Cloud Computing),,178,227,227,227,326,276
DB502,Computing (Data Analytics and Big Data),267,233,341,341,334,269,243
DB503,Computing (Software Development),,,225,225,225,242,278
DB504,Computing (Web and Mobile Technology),,,,281,281,227,
DB510,Audio Production and Music Project Management,217,217,234,223,223,233,
DB512,Business Studies,243,210,218,203,203,229,236
DB514,Business Studies (Law),239,225,252,,251,269,200
DB515,Business Studies (Human Resource Management),242,217,244,244,244,225,262
DB517,Marketing (Event Management),233,225,238,,238,226,223
DB518,Marketing (Digital Media),307,209,,,,210,230
DB521,Accounting and Finance,243,228,225,195,195,225,254
DB524,Business (Information Systems),247,239,342,309,309,402,
DB525,Marketing (Digital Media and Cloud Computing),288,288,,,,284,230
DB526,Business (Cloud Computing),244,244,347,,347,253,272
DB527,Applied Social Care,254,219,234,260,234,235,
DB531,Marketing,288,176,293,,293,220,230
DB562,Psychology,244,233,243,229,229,208,202
DB566,Social Science,262,228,220,227,220,216,210
DB567,Film and Creative Media,245,213,218,202,202,192,209
DB568,Law,254,228,219,252,217,245,203
DB569,Business (Psychology),240,240,252,,252,279,253
DC001,Education - Early Childhood Education,445,,440,,440,398,388
DC002,Education - Primary Teaching,518,,488,,488,462*,464
DC003,Education - Primary Teaching - Gaeltacht Applicant,489,,445,,445,#433,#424
DC004,Education - Primary Teaching (Church of Ireland Ce,451,,411,409,409,#357,#397
DC009,Arts (Joint Honours) - Humanities,356,,376,,376,347,356
DC010,Post Primary Teacher Education - Religious Educati,384,,441,429,429,386,349
DC011,Post Primary Teacher Education - Religious Educati,409,,412,391,391,352,373
DC012,Post Primary Teacher Education - Religious Educati,409,,378,,378,#367,#367
DC013,Post Primary Teacher Ed - Gaeilge with French/Germ,413,,419,,419,410,
DC014,BA in Jazz and Contemporary Music Performance (aud,311,,419,,419,#428,#248
DC110,Business Studies International,498,,465,,465,440,445
DC111,Business Studies,511,,488,,488,463,463
DC112,Global Business (France),542,,517,510,510,495,487
DC113,Global Business (Germany),484,,462,,462,440,455
DC114,Global Business (Spain),544,,522,,522,501,499
DC115,Accounting and Finance,544,,510,,510,487,480
DC116,Global Business (USA),613,,579,,579,578,578
DC117,Aviation Management / Aviation Management with Pil,484,,476,475,475,463,456
DC118,Gná agus Gaeilge / Business and Irish,368,,359,,359,357,362
DC119,Global Business (Canada),601,,564,,564,566,565
DC120,Computing for Business,403,402,357,,357,350,354
DC121,Computer Science,475,,400,,400,370,377
DC123,Data Science,501,,465,,465,467,476
DC126,Actuarial Mathematics,577,,560,,560,520,520
DC127,Common Entry into Actuarial and Financial Mathemat,541,,532,520,520,509,509
DC131,Communication Studies,421,,407,402,402,400,403
DC132,Journalism,452,,429,422,422,401,400
DC133,Multimedia,435,,411,410,410,403,410
DC155,Applied Language and Translation Studies,427,,387,,387,371,388
DC161,Analytical Science,498,,498,489,489,446,455
DC162,Chemical and Pharmaceutical Sciences,531,,521,,521,488,476
DC163,Chemical Sciences General Entry (Undenominated Ent,466,,,,,,
DC166,Environmental Science and Technology,423,,433,399,399,412,341
DC168,Genetics and Cell Biology,543,,512,510,510,489,487
DC175,Physics General Entry (options),400,,419,402,402,,
DC180,Biological Sciences General Entry (Undenominated E,530,,,,,,
DC181,Biotechnology,530,,499,495,495,476,476
DC190,Electronic and Computer Engineering (with choice o,488,,413,,413,391,393
DC193,Mechatronic Engineering,490,,411,,411,404,403
DC194,Sustainable Systems and Energy,476,,,,,,
DC195,Mechanical and Manufacturing Engineering,500,,425,,425,401,400
DC197,Biomedical Engineering,510,,423,,423,402,402
DC200,Common Entry into Engineering (Undenominated Entry,511,510,422,,422,381,382
DC202,Sport Science and Health,511,,500,498,498,467,473
DC203,Science Education,462,,435,,435,424,422
DC204,Athletic Therapy and Training,558,,522,519,519,484,498
DC205,Physical Education with Biology,565,,531,,531,490,511
DC206,Physical Education with Mathematics,521,,499,,499,443,487
DC207,Psychology and Mathematics,521,,,,,,
DC208,Psychology,565,,532,521,521,509,488
DC209,Health and Society,477,,465,440,440,419,430
DC210,Psychology and Disruptive Technologies,506,,,,,,
DC215,General Nursing,456,,454,433,433,414,420
DC216,Mental Health Nursing,420,,418,403,403,368,380
DC217,Intellectual Disability Nursing,382,,370,,370,347,366
DC218,Children`s and General Nursing (Integrated),521,,500,498,498,467,473
DC230,Economics  Politics and Law,431,,435,,435,400,400
DC231,International Relations,398,,397,,397,387,400
DC232,Law and Society (BCL),469,,466,,466,453,455
DC235,Education and Training - Daytime and Flexible Deli,302,,309,,309,307,306
DC238,Social Sciences and Cultural Innovation,387,,377,,377,358,366
DC240,Marketing  Innovation and Technology,499,,476,474,474,451,451
DC241,Digital Business and Innovation,509,,,,,,
DC291,Arts (Joint Honours) - Media Studies,350,,376,,376,349,354
DC292,Arts (Joint Honours) - Law,400,,403,,403,356,351
DC293,Arts (Joint Honours) - International Languages,379,,377,,377,369,358
DC294,Climate and Environmental Sustainability,475,,,,,,
DC295,Arts (Joint Honours) - Politics,349,,376,,376,348,350
DL822,Arts Management,254,,229,229,235,209,193
DL823,Business Management,220,,235,,237,260,214
DL825,Applied Psychology,418,413,379,,379,349,371
DL826,Graphic Design,591,,855,,855,#736,#988
DL827,Art,574,,572,,572,#583,#549
DL832,Animation,989,,920,,920,#855,#929
DL833,Photography and Visual Media,671,671,650,,667,#636,#566
DL836,Creative Computing,235,,219,,219,217,200
DL837,New Media Studies,298,293,201,,201,290,306
DL838,Creative Music Production,713,,754,,754,#746,#856
DL839,Interaction and User Experience Design,757,,683,683,683,,
DL840,Digital Marketing,210,,228,228,228,,
DL841,English and Equality Studies,277,277,276,,276,,
DL843,Film,987,874,,,,,
DL844,Television,566,,,,,,
DL845,Design for Film (degree options),628,,,,,,
GC200,Business,269,242,252,252,252,269,263
GC201,Accounting and Finance,260,226,303,303,303,251,265
GC230,Computing Science,300,289,335,325,325,228,256
GC300,Business,264,264,429,,390,251,290
GC301,Accounting and Finance,,251,253,253,253,307,
GC302,Business - HRM,377,377,,,,269,
GC307,Business (Marketing),289,270,,,,,
GC400,Business,250,228,248,248,248,246,254
GC401,Accounting and Finance,242,242,240,227,202,181,218
GC402,Business (HRM),,,264,236,218,217,262
GC403,Law,245,242,244,228,228,225,218
GC407,Business (Marketing),264,264,280,280,218,246,235
GC430,Computing Science,251,251,252,220,220,217,219
GC450,Communications and Media Production,225,225,254,254,254,227,193
GC462,Design Communication (portfolio),300,,,,,,
GC489,Interior Architecture (portfolio),288,274,254,,254,#267,
GC494,Fashion Design (portfolio),351,,337,217,217,#,#346
BY001,Business,210,210,,,,,
ID001,Accounting and Finance,,,203,,203,229,310
ID002,Business Studies,,,294,,294,285,
AD101,First Year Art and Design (Common Entry portfolio),554,,#+matric,,#+matric,# +mat,#
AD102,Graphic Design and Moving Image Design (portfolio),538,,#+matric,,#+matric,# +mat,#
AD103,Textile and Surface Design and Jewellery and Objec,505,,#+matric,,#+matric,# +mat,#
AD202,Education and Design or Fine Art (Second Level Tea,591,,#+matric,,#+matric,# +mat,#
AD204,Fine Art (portfolio),514,,#+matric,,#+matric,# +mat,#
AD211,Fashion Design (portfolio),760,679,#+matric,,#+matric,# +mat,#
AD212,Product Design (portfolio),413,,#+matric,,#+matric,# +mat,#
AD215,Visual Culture,337,300,377,320,320,300,279
AD217,Illustration (portfolio),738,,#+matric,,#+matric,# +mat,
AD222,Interaction Design (portfolio),444,,#+matric,,#+matric,# +mat,#
NC003,Computing (Degree Award options),271,,260,,260,261,280
NC005,Human Resource Management,301,,300,,300,297,301
NC009,Business,300,,300,,300,297,300
NC010,Psychology,420,,400,,400,366,350
NC020,Marketing Practice,270,,280,,282,270,303
NC022,Accounting and Finance,330,,337,,337,338,341
NC023,Technology Management (with specialisations),266,,261,,261,260,289
NC030,Early Childhood Education and Care,251,251,,,,,
RC001,Medicine - Undergraduate Entry (HPAT required),741,740,733,,733,#729,#730*
RC004,Physiotherapy,589,589,566,,566,532*,532*
RC005,Pharmacy,613,613,579,,578,555,544
RC101,Medicine - Graduate Entry (GAMSAT required),,,,,61,#60,#58*
NM801,Montessori Education,262,,220,,220,,
NM802,Psychology,228,,,,,,
TU801,Sustainable Energy Engineering,235,,235,,235,,
TU802,Electrical Services and Energy Management,309,,317,300,300,,
TU804,Engineering (Common Entry with Award options),270,,271,,271,,
TU805,Engineering (General Entry),466,465,402,,402,,
TU807,Computer Engineering in Mobile Systems,274,,276,,276,,
TU810,Mechatronic Engineering,271,,270,,271,,
TU811,Product Design,440,434,411,,411,,
TU812,Design Technology and Innovation,278,,270,,270,,
TU814,Sustainable Transport Management,253,253,285,251,251,,
TU828,Mechanical Engineering (General Entry),300,,,,,,
TU829,Electronic Engineering (General Entry),248,248,,,,,
TU831,Architectural Technology,423,,410,,410,,
TU832,Architecture (Suitability Test and Interview),644,638,622,,622,,
TU833,Construction Management,396,,367,,367,,
TU834,Geographic Science,315,,288,,288,,
TU835,Planning and Environmental Management,330,,313,,313,,
TU836,Property Economics (Valuation Surveying),411,,401,,401,,
TU837,Quantity Surveying and Construction Economics,413,,385,,385,,
TU838,Sustainable Timber Technology,307,271,,,,,
TU851,Analytical Chemistry (Environmental  Forensic and,400,,349,,349,,
TU852,Chemical Sciences with Medicinal Chemistry,477,,476,,476,,
TU854,Science (General Entry),510,,476,,476,,
TU855,Science with Nanotechnology,322,,331,319,319,,
TU856,Computer Science,499,,476,,476,,
TU857,Computer Science (Infrastructure),403,,391,,391,,
TU858,Computer Science (International),395,,377,,377,,
TU859,Computing,251,,217,234,217,,
TU860,Computing (Information Technology),270,,260,,260,,
TU861,Computing with Language (French/German/Spanish),235,235,308,308,308,,
TU862,Computing with Artificial Intelligence Machine Lea,262,,226,226,226,,
TU863,Digital Forensics and Cyber Security,282,,280,,280,,
TU864,DNA and Forensic Analysis,500,441,400,390,390,,
TU865,Cloud Computing,235,,226,,226,,
TU866,Biomedical and Molecular Diagnostics,522,,487,,487,,
TU867,Biomedical Science,576,566,524,,524,,
TU868,Clinical Measurement Science,542,,510,,510,,
TU869,Environmental Health,387,,336,,336,,
TU870,Human Nutrition and Dietetics,601,,578,,578,,
TU871,Optometry,532,,509,,509,,
TU872,Public Health Nutrition,487,,491,,491,,
TU874,Mathematical Sciences,294,294,341,,343,,
TU875,Pharmaceutical Healthcare,451,,400,,400,,
TU876,Pharmaceutical Science,445,,377,349,349,,
TU877,Physics Technology,314,314,308,,308,,
TU878,Physics with Energy and Environment,339,,337,337,331,,
TU879,Physics with Medical Physics and Bioengineering,346,,351,,351,,
TU880,Physics with Data Science,412,,578,,,,
TU881,Food Innovation,309,,318,,318,,
TU882,Nutraceuticals in Health and Nutrition,380,,397,,397,,
TU902,Business (options),270,,271,,271,,
TU903,Business and Management,477,,463,,463,,
TU904,Business and Law,462,,462,,462,,
TU905,Economics and Finance,460,,465,,465,,
TU906,Human Resource Management,386,377,395,,395,,
TU907,Logistics and Supply Chain Management,300,,300,,300,,
TU910,Accounting,420,,444,,444,,
TU912,Business Analytics,331,311,330,,330,,
TU914,Business Computing,322,,324,,324,,
TU917,Law (LLB ) with a Language,356,,342,,342,,
TU918,Law (LLB),463,,451,,451,,
TU919,Advertising and Marketing Communications,219,,228,226,226,,
TU920,Digital Marketing,270,,270,,270,,
TU921,Digital Marketing Technologies,230,,212,212,234,,
TU922,Marketing,412,,418,,418,,
TU924,E-Commerce in Retailing,307,,307,,307,,
TU925,Retail and Services Management,307,,301,,301,,
TU932,Business (options),211,,,,,,
TU933,Accounting and Finance (campus options),251,,,,,,
TU935,Sports Management and Coaching,300,,300,,300,,
TU936,Sports Science and Health,484,,410,391,391,,
TU941,Botanical Cuisine,311,,249,,249,,
TU942,Culinary Arts,252,,212,212,212,,
TU943,Culinary Entrepreneurship,261,,278,,279,,
TU944,Culinary Science,336,,316,,316,,
TU951,International Hospitality and Tourism Management,244,,184,184,200,,
TU952,International Hospitality Management,309,,300,,306,,
TU953,Tourism and Digital Marketing,308,,290,,290,,
TU954,Event Management,326,,356,,356,,
TU955,Sports and Leisure Management,275,,217,317,217,,
TU961,Commercial Modern Music (BIMM - assessment/auditio,536,536,608,608,608,,
TU962,Drama (Performance  audition),448,,379,,379,,
TU963,Music (audition),364,,416,,416,,
TU965,International Business and Languages,357,,356,346,346,,
TU967,Languages and International Tourism,298,,308,,326,,
TU973,Design - Visual Communication (portfolio),700,,717,,717,,
TU974,Fine Art (portfolio),549,,709,563,563,,
TU975,Interior Design (portfolio),544,,632,,632,,
TU976,Photography (portfolio),700,,695,,695,,
TU978,Creative Industries and Visual Culture,299,,,,,,
TU981,Creative Digital Media,280,,280,,282,,
TU982,Media Production and Digital Arts,369,,320,311,311,,
TU983,Film and Broadcasting,462,453,456,451,451,,
TU984,Game Design,414,,381,,381,,
TU985,Journalism,367,,322,,322,,
TU989,Early Childhood Care and Education (campus options,270,,,,,,
TU991,Applied Social Studies in Social Care,326,,325,,325,,
TU992,Community Development and Youth Work,251,,251,,253,,
TU995,Early Childhood Education,378,,367,,367,,
TU996,Social Care,407,,400,,400,,
TU997,Applied Social Care,320,,310,283,270,,
TR002,Music,508,477,435,429,382,#414,#345
TR003,History,552,543,497,493,456,486,456
TR004,Law,590,589,566,565,565,532,533
TR005,Philosophy,510,497,442,,442,391,392
TR006,Psychology,601,590,567,555,555,555*,532
TR007,Clinical Speech and Language Studies,564,,529,,529,499,520
TR009,Music Education,496,486,420,,420,#430,#455
TR015,Philosophy  Political Science  Economics and Socio,613,613,589,,589,566,554
TR016,Deaf Studies,389,,340,,329,337,338
TR018,Law and French,602,602,565,,565,532*,566*
TR019,Law and German,577,567,543,542,542,523,488
TR021,Classics  Ancient History and Archaeology,467,462,370,,370,377,357
TR022,Early and Modern Irish,377,,398,,398,347,344
TR023,English Studies,546,541,487,476,474,463,487
TR024,European Studies,566,,544,542,530,520,532*
TR025,Drama and Theatre Studies,543,519,564,530,530,#489,#442
TR028,Ancient and Medieval History and Culture,498,463,342,,342,339,330
TR031,Mathematics,579,578,531,,531,566,520
TR032,Engineering,556,555,510,509,508,487*,487*
TR033,Computer Science,566,549,509,,509,465*,444*
TR034,Management Science and Information Systems Studies,625,625,613,,613,589*,567
TR035,Theoretical Physics,590,589,543,,543,554,531
TR038,Engineering with Management,589,589,532,,532,499,509*
TR039,Computer Science  Linguistics and a Language,443,,454,424,424,435,350
TR040,Middle Eastern and European Languages and Cultures,520,499,466,,466,485,477
TR041,Religion,417,,368,,368,347,
TR042,Film,531,522,489,476,466,,
TR043,History of Art and Architecture,498,486,393,354,354,,
TR051,Medicine (HPAT required),743,743,735,734,734,#730,#731*
TR052,Dental Science,625,625,613,613,613,590*,589*
TR053,Physiotherapy,590,,566,566,566,533*,543*
TR054,Occupational Therapy,578,577,533,,533,500,507*
TR055,Radiation Therapy,577,566,543,,543,510,509*
TR056,Human Health and Disease,601,,565,,564,543,542
TR060,Biological and Biomedical Sciences,578,577,543,543,543,510*,500
TR061,Chemical Sciences,558,554,517,510,510,488*,498*
TR062,Geography and Geoscience,495,,473,,473,435,393
TR063,Physical Sciences,554,543,498,498,477,498*,509
TR064,Environmental Science and Engineering,555,,,,,,
TR072,Pharmacy,613,613,590,,590,555*,555*
TR080,Global Business,613,,589,,589,565,555
TR081,Business  Economic and Social Studies (BESS),577,567,543,543,543,518*,511*
TR084,Social Studies (Social Work),497,487,462,,462,420*,453
TR085,Business Studies and French,564,,540,531,521,509,528
TR086,Business Studies and German,530,,509,499,499,474,499*
TR087,Business Studies and Russian,487,,474,465,456,467,429
TR089,Business Studies and Polish,391,,444,424,424,393,403
TR090,Business Studies and Spanish,566,,531,,531,510,517*
TR091,General Nursing (Meath and St James`s),462,456,429,,429,393*,408*
TR093,General Nursing (Adelaide School of Nursing),473,,430,429,414,#378*,#399*
TR095,Mental Health Nursing,442,,408,,408,358,382
TR097,Intellectual Disability Nursing,412,410,396,,378,346,368
TR911,Children`s and General Nursing (Integrated),531,,511,510,499,476*,463*
TR913,Midwifery,521,,478,477,473,423,455*
DN100,Architecture,555,,510,,510,473,487
DN120,Landscape Architecture,463,435,407,,407,353,354
DN130,City Planning and Environmental Policy,445,424,407,400,390,367,362
DN150,Engineering (Common Entry),565,,531,521,520,511,509
DN200,Science (options),577,567,533,,533,521,510
DN201,Computer Science (Common Entry),554,549,510,,510,488,477
DN230,Actuarial and Financial Studies,613,613,601,,601,577,565
DN240,Sustainability,510,,440,,440,,
DN250,Agricultural Science (options),454,444,456,455,453,420,444
DN261,Food Science,531,,477,,476,434,477*
DN262,Human Nutrition,566,,531,,531,493,517
DN300,Veterinary Medicine - Undergraduate Entry,601,,589,,589,#567,#555*
DN301,Veterinary Medicine - Graduate Entry (GAMSAT requi,,,,,#,#,#
DN310,Veterinary Nursing,521,509,478,477,466,441,445
DN400,Medicine - Undergraduate Entry (HPAT required),743,,737,736,736,#735,#731*
DN401,Medicine - Graduate Entry (GAMSAT required),61,,,,58,#59*,#58*
DN410,Radiography,566,566,534,532,531,507,500
DN411,Radiography - Graduate Entry,,,,,#,#,
DN420,Physiotherapy,601,601,578,577,568,542,545
DN425,Health and Performance Science,544,543,510,509,507,488,487*
DN430,Sport and Exercise Management,484,476,455,445,433,436,423
DN440,Biomedical  Health and Life Sciences,613,613,590,589,589,565*,566
DN450,General Nursing,462,,429,424,421,398,402
DN451,Children`s and General Nursing (Integrated),533,,509,506,499,462*,475
DN452,Midwifery,510,509,489,476,473,409,454
DN453,Mental Health Nursing,442,,397,393,393,379,387
DN520,Joint Honours (options),381,378,310,,310,336,366
DN530,Humanities (options),397,388,340,336,326,348,AQA
DN541,Modern Languages (options),320,,303,,300,348,380
DN600,Law (options),576,567,546,544,543,520*,521*
DN610,Business and Law,573,567,545,,544,521,531*
DN650,Commerce,555,,521,521,521,498*,498*
DN660,Commerce International (options),555,554,517,511,510,507,509
DN670,Economics and Finance,625,625,613,,613,601,589*
DN700,Social Sciences (options),475,474,421,419,418,388,386
DN710,Economics,534,532,498,498,498,476,467
DN720,Psychology,566,564,530,522,522,517,500
DN750,Social Policy and Sociology,421,,378,,377,330,AQA
DK810,Accounting and Finance,307,307,305,305,305,306,304
DK816,Business Studies,301,301,300,300,300,300,301
DK820,Computing in Games Development,309,309,311,311,311,307,305
DK821,Computing in Software Development,320,316,302,302,302,301,306
DK822,Augmented and Virtual Reality,320,320,307,,304,,
DK830,Building Surveying,305,,336,,336,302,301
DK831,Architectural Technology,368,314,389,,389,301,301
DK832,Construction Management,358,305,387,,387,300,303
DK843,Engineering (Common Entry),404,391,340,340,340,303,325
DK844,Mechanical Engineering,336,336,305,305,305,,
DK845,Electrical and Electronic Engineering,331,331,304,304,304,,
DK846,Civil Engineering,371,371,391,361,361,,
DK850,International Tourism Management,303,303,317,317,317,,
DK861,Arts,302,302,302,302,302,300,310
DK862,Social Care,322,319,301,,301,300,301
DK863,Creative Media,336,320,308,308,308,300,308
DK864,Film and Television Production,308,,300,300,300,300,301
DK865,Audio and Music Production,352,,301,,301,301,302
DK870,General Nursing,440,440,403,401,397,392,380*
DK872,Intellectual Disability Nursing,367,366,336,,336,300,301
DK874,Mental Health Nursing,398,,356,,356,356,339
DK876,Early Childhood Studies,300,,321,,321,305,300
DK877,Midwifery,482,477,440,,440,398*,400
DK880,Health and Physical Activity,301,,328,,328,300,300
DK882,Agriculture (Award options),342,,310,,310,303,327
DK883,Science (Award options),373,368,358,321,300,300,301
DK884,Sustainable Agriculture,348,,,,,,
DK885,Agri-Food Production,,,,,,,
DK886,Biopharmaceutical Science,379,,301,,301,,
DK887,Environmental Science,377,,330,,330,,
GA181,Accounting,303,,309,,309,303,308
GA182,Business,285,,287,,287,290,290
GA183,Business Information Systems,298,,296,,296,309,300
GA184,Marketing and Sales,300,,307,,307,307,304
GA185,Finance and Economics,318,,293,,293,307,300
GA186,Business with Entrepreneurship,287,,280,,280,297,291
GA187,Rural Enterprise and Agri-Business,291,,281,,281,280,280
GA281,Film and Documentary,310,301,304,,304,287,342
GA282,Heritage Studies,252,,220,,220,238,209
GA283,Contemporary Art (portfolio),790,,679,,679,260,254
GA284,Design,331,,303,,303,309,300
GA285,Education (Art  Design and Graphics),406,,,,,,
