Course Code,Course Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS 2020,EOS 2019,EOS 2018
CK204,Finance,566.0,566.0,556.0,,556.0,531.0,520.0
CK205,Commerce (International) with French,465.0,,445.0,,445.0,409.0,462.0
CK206,Commerce (International) with German,466.0,455.0,420.0,418.0,418.0,408.0,476.0
CK207,Commerce (International) with Italian,423.0,418.0,388.0,,388.0,408.0,418.0
CK208,Commerce (International) with Hispanic Studies,488.0,486.0,402.0,,402.0,431.0,441.0
CK209,Commerce (International) with Irish,507.0,,484.0,,484.0,509.0,485.0
CK211,Commerce (International) with Chinese Studies,385.0,,397.0,,397.0,398.0,409.0
CK212,Economics (through Transformational Learning) 3 or,445.0,444.0,444.0,,444.0,400.0,
CK213,Food Marketing and Entrepreneurship,466.0,,462.0,,462.0,,
CK214,International Development,332.0,,346.0,,346.0,,
CK301,Law (Pathways) -  3 or 4 years,533.0,532.0,507.0,499.0,498.0,476.0,495.0
CK302,Law and French,545.0,,542.0,,542.0,453.0,542.0
CK304,Law and Irish,588.0,,540.0,,540.0,462.0,507.0
CK307,Law and Business,589.0,589.0,556.0,,556.0,522.0,542.0
CK401,Computer Science,503.0,495.0,468.0,,468.0,402.0,398.0
CK402,Biological and Chemical Sciences,555.0,555.0,510.0,509.0,509.0,498.0,487.0
CK404,Biological  Earth and Environmental Sciences,500.0,495.0,467.0,,465.0,412.0,431.0
CK405,Genetics,543.0,,487.0,,487.0,476.0,476.0
CK406,Chemical Sciences,532.0,,485.0,472.0,462.0,457.0,462.0
CK407,Mathematical Sciences,566.0,,566.0,565.0,565.0,531.0,543.0
CK408,Physics and Astrophysics,566.0,,554.0,542.0,531.0,511.0,521.0
CK409,Industrial Physics - Offered jointly by UCC and CI,465.0,,432.0,,432.0,413.0,511.0
CK411,Data Science and Analytics,531.0,,510.0,,509.0,509.0,455.0
CK412,Agricultural Science,506.0,,496.0,496.0,489.0,457.0,
CK504,Nutritional Sciences,555.0,554.0,518.0,,517.0,492.0,507.0
CK505,Food Science,463.0,,441.0,440.0,420.0,444.0,447.0
CK600,Engineering,510.0,509.0,487.0,,487.0,465.0,443.0
CK606,Architecture - Offered jointly by UCC and CIT,543.0,,484.0,476.0,469.0,465.0,433.0
CK701,Medicine (Undergraduate Entry - HPAT required),738.0,737.0,731.0,,731.0,729.0,729.0
CK702,Dentistry,625.0,625.0,613.0,613.0,613.0,590.0,589.0
CK703,Pharmacy,613.0,613.0,590.0,589.0,589.0,577.0,555.0
CK704,Occupational Therapy,601.0,,566.0,555.0,555.0,532.0,522.0
CK705,Speech and Language Therapy,568.0,566.0,520.0,,520.0,509.0,509.0
CK706,Public Health Sciences,500.0,,454.0,,454.0,419.0,440.0
CK707,Medical and Health Sciences,578.0,,542.0,541.0,541.0,510.0,531.0
CK710,General Nursing,498.0,497.0,454.0,,454.0,440.0,440.0
CK712,Children`s and General Nursing (Integrated),565.0,,533.0,,533.0,499.0,510.0
CK720,Mental Health Nursing,455.0,452.0,423.0,,419.0,398.0,414.0
CK730,Intellectual Disability Nursing,431.0,,419.0,411.0,400.0,359.0,409.0
CK740,Midwifery,509.0,,484.0,,473.0,444.0,440.0
CK791,Medicine  - Graduate Entry (GAMSAT required),60.0,60.0,57.0,,57.0,58.0,57.0
AC120,International Business,294.0,294.0,209.0,,209.0,234.0,269.0
AC137,Liberal Arts,271.0,270.0,252.0,,252.0,252.0,219.0
CT125,Computing and IT,242.0,242.0,220.0,,220.0,235.0,263.0
CT325,Business,253.0,253.0,338.0,,281.0,,289.0
CM001,Education - Primary Teaching,508.0,,484.0,,484.0,452.0,462.0
CM002,Education - Primary Teaching - Gaeltacht Applicant,462.0,,,,,421.0,434.0
CM003,Oideachas – Bunmhúinteoireacht Trí Mheán na Gaeilg,513.0,,528.0,,528.0,491.0,
CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilg,480.0,,494.0,,494.0,492.0,
CM010,Education Studies,382.0,327.0,319.0,,317.0,317.0,326.0
CM020,Early Childhood Education,317.0,,327.0,,327.0,336.0,326.0
DB500,Computing,234.0,234.0,218.0,218.0,218.0,242.0,209.0
DB501,Computing (Cloud Computing),,178.0,227.0,227.0,227.0,326.0,276.0
DB502,Computing (Data Analytics and Big Data),267.0,233.0,341.0,341.0,334.0,269.0,243.0
DB503,Computing (Software Development),,,225.0,225.0,225.0,242.0,278.0
DB504,Computing (Web and Mobile Technology),,,,281.0,281.0,227.0,
DB510,Audio Production and Music Project Management,217.0,217.0,234.0,223.0,223.0,233.0,
DB512,Business Studies,243.0,210.0,218.0,203.0,203.0,229.0,236.0
DB514,Business Studies (Law),239.0,225.0,252.0,,251.0,269.0,200.0
DB515,Business Studies (Human Resource Management),242.0,217.0,244.0,244.0,244.0,225.0,262.0
DB517,Marketing (Event Management),233.0,225.0,238.0,,238.0,226.0,223.0
DB518,Marketing (Digital Media),307.0,209.0,,,,210.0,230.0
DB521,Accounting and Finance,243.0,228.0,225.0,195.0,195.0,225.0,254.0
DB524,Business (Information Systems),247.0,239.0,342.0,309.0,309.0,402.0,
DB525,Marketing (Digital Media and Cloud Computing),288.0,288.0,,,,284.0,230.0
DB526,Business (Cloud Computing),244.0,244.0,347.0,,347.0,253.0,272.0
DB527,Applied Social Care,254.0,219.0,234.0,260.0,234.0,235.0,
DB531,Marketing,288.0,176.0,293.0,,293.0,220.0,230.0
DB562,Psychology,244.0,233.0,243.0,229.0,229.0,208.0,202.0
DB566,Social Science,262.0,228.0,220.0,227.0,220.0,216.0,210.0
DB567,Film and Creative Media,245.0,213.0,218.0,202.0,202.0,192.0,209.0
DB568,Law,254.0,228.0,219.0,252.0,217.0,245.0,203.0
DB569,Business (Psychology),240.0,240.0,252.0,,252.0,279.0,253.0
DC001,Education - Early Childhood Education,445.0,,440.0,,440.0,398.0,388.0
DC002,Education - Primary Teaching,518.0,,488.0,,488.0,462.0,464.0
DC003,Education - Primary Teaching - Gaeltacht Applicant,489.0,,445.0,,445.0,433.0,424.0
DC004,Education - Primary Teaching (Church of Ireland Ce,451.0,,411.0,409.0,409.0,357.0,397.0
DC009,Arts (Joint Honours) - Humanities,356.0,,376.0,,376.0,347.0,356.0
DC010,Post Primary Teacher Education - Religious Educati,384.0,,441.0,429.0,429.0,386.0,349.0
DC011,Post Primary Teacher Education - Religious Educati,409.0,,412.0,391.0,391.0,352.0,373.0
DC012,Post Primary Teacher Education - Religious Educati,409.0,,378.0,,378.0,367.0,367.0
DC013,Post Primary Teacher Ed - Gaeilge with French/Germ,413.0,,419.0,,419.0,410.0,
DC014,BA in Jazz and Contemporary Music Performance (aud,311.0,,419.0,,419.0,428.0,248.0
DC110,Business Studies International,498.0,,465.0,,465.0,440.0,445.0
DC111,Business Studies,511.0,,488.0,,488.0,463.0,463.0
DC112,Global Business (France),542.0,,517.0,510.0,510.0,495.0,487.0
DC113,Global Business (Germany),484.0,,462.0,,462.0,440.0,455.0
DC114,Global Business (Spain),544.0,,522.0,,522.0,501.0,499.0
DC115,Accounting and Finance,544.0,,510.0,,510.0,487.0,480.0
DC116,Global Business (USA),613.0,,579.0,,579.0,578.0,578.0
DC117,Aviation Management / Aviation Management with Pil,484.0,,476.0,475.0,475.0,463.0,456.0
DC118,Gná agus Gaeilge / Business and Irish,368.0,,359.0,,359.0,357.0,362.0
DC119,Global Business (Canada),601.0,,564.0,,564.0,566.0,565.0
DC120,Computing for Business,403.0,402.0,357.0,,357.0,350.0,354.0
DC121,Computer Science,475.0,,400.0,,400.0,370.0,377.0
DC123,Data Science,501.0,,465.0,,465.0,467.0,476.0
DC126,Actuarial Mathematics,577.0,,560.0,,560.0,520.0,520.0
DC127,Common Entry into Actuarial and Financial Mathemat,541.0,,532.0,520.0,520.0,509.0,509.0
DC131,Communication Studies,421.0,,407.0,402.0,402.0,400.0,403.0
DC132,Journalism,452.0,,429.0,422.0,422.0,401.0,400.0
DC133,Multimedia,435.0,,411.0,410.0,410.0,403.0,410.0
DC155,Applied Language and Translation Studies,427.0,,387.0,,387.0,371.0,388.0
DC161,Analytical Science,498.0,,498.0,489.0,489.0,446.0,455.0
DC162,Chemical and Pharmaceutical Sciences,531.0,,521.0,,521.0,488.0,476.0
DC163,Chemical Sciences General Entry (Undenominated Ent,466.0,,,,,,
DC166,Environmental Science and Technology,423.0,,433.0,399.0,399.0,412.0,341.0
DC168,Genetics and Cell Biology,543.0,,512.0,510.0,510.0,489.0,487.0
DC175,Physics General Entry (options),400.0,,419.0,402.0,402.0,,
DC180,Biological Sciences General Entry (Undenominated E,530.0,,,,,,
DC181,Biotechnology,530.0,,499.0,495.0,495.0,476.0,476.0
DC190,Electronic and Computer Engineering (with choice o,488.0,,413.0,,413.0,391.0,393.0
DC193,Mechatronic Engineering,490.0,,411.0,,411.0,404.0,403.0
DC194,Sustainable Systems and Energy,476.0,,,,,,
DC195,Mechanical and Manufacturing Engineering,500.0,,425.0,,425.0,401.0,400.0
DC197,Biomedical Engineering,510.0,,423.0,,423.0,402.0,402.0
DC200,Common Entry into Engineering (Undenominated Entry,511.0,510.0,422.0,,422.0,381.0,382.0
DC202,Sport Science and Health,511.0,,500.0,498.0,498.0,467.0,473.0
DC203,Science Education,462.0,,435.0,,435.0,424.0,422.0
DC204,Athletic Therapy and Training,558.0,,522.0,519.0,519.0,484.0,498.0
DC205,Physical Education with Biology,565.0,,531.0,,531.0,490.0,511.0
DC206,Physical Education with Mathematics,521.0,,499.0,,499.0,443.0,487.0
DC207,Psychology and Mathematics,521.0,,,,,,
DC208,Psychology,565.0,,532.0,521.0,521.0,509.0,488.0
DC209,Health and Society,477.0,,465.0,440.0,440.0,419.0,430.0
DC210,Psychology and Disruptive Technologies,506.0,,,,,,
DC215,General Nursing,456.0,,454.0,433.0,433.0,414.0,420.0
DC216,Mental Health Nursing,420.0,,418.0,403.0,403.0,368.0,380.0
DC217,Intellectual Disability Nursing,382.0,,370.0,,370.0,347.0,366.0
DC218,Children`s and General Nursing (Integrated),521.0,,500.0,498.0,498.0,467.0,473.0
DC230,Economics  Politics and Law,431.0,,435.0,,435.0,400.0,400.0
DC231,International Relations,398.0,,397.0,,397.0,387.0,400.0
DC232,Law and Society (BCL),469.0,,466.0,,466.0,453.0,455.0
DC235,Education and Training - Daytime and Flexible Deli,302.0,,309.0,,309.0,307.0,306.0
DC238,Social Sciences and Cultural Innovation,387.0,,377.0,,377.0,358.0,366.0
DC240,Marketing  Innovation and Technology,499.0,,476.0,474.0,474.0,451.0,451.0
DC241,Digital Business and Innovation,509.0,,,,,,
DC291,Arts (Joint Honours) - Media Studies,350.0,,376.0,,376.0,349.0,354.0
DC292,Arts (Joint Honours) - Law,400.0,,403.0,,403.0,356.0,351.0
DC293,Arts (Joint Honours) - International Languages,379.0,,377.0,,377.0,369.0,358.0
DC294,Climate and Environmental Sustainability,475.0,,,,,,
DC295,Arts (Joint Honours) - Politics,349.0,,376.0,,376.0,348.0,350.0
DL822,Arts Management,254.0,,229.0,229.0,235.0,209.0,193.0
DL823,Business Management,220.0,,235.0,,237.0,260.0,214.0
DL825,Applied Psychology,418.0,413.0,379.0,,379.0,349.0,371.0
DL826,Graphic Design,591.0,,855.0,,855.0,736.0,988.0
DL827,Art,574.0,,572.0,,572.0,583.0,549.0
DL832,Animation,989.0,,920.0,,920.0,855.0,929.0
DL833,Photography and Visual Media,671.0,671.0,650.0,,667.0,636.0,566.0
DL836,Creative Computing,235.0,,219.0,,219.0,217.0,200.0
DL837,New Media Studies,298.0,293.0,201.0,,201.0,290.0,306.0
DL838,Creative Music Production,713.0,,754.0,,754.0,746.0,856.0
DL839,Interaction and User Experience Design,757.0,,683.0,683.0,683.0,,
DL840,Digital Marketing,210.0,,228.0,228.0,228.0,,
DL841,English and Equality Studies,277.0,277.0,276.0,,276.0,,
DL843,Film,987.0,874.0,,,,,
DL844,Television,566.0,,,,,,
DL845,Design for Film (degree options),628.0,,,,,,
GC200,Business,269.0,242.0,252.0,252.0,252.0,269.0,263.0
GC201,Accounting and Finance,260.0,226.0,303.0,303.0,303.0,251.0,265.0
GC230,Computing Science,300.0,289.0,335.0,325.0,325.0,228.0,256.0
GC300,Business,264.0,264.0,429.0,,390.0,251.0,290.0
GC301,Accounting and Finance,,251.0,253.0,253.0,253.0,307.0,
GC302,Business - HRM,377.0,377.0,,,,269.0,
GC307,Business (Marketing),289.0,270.0,,,,,
GC400,Business,250.0,228.0,248.0,248.0,248.0,246.0,254.0
GC401,Accounting and Finance,242.0,242.0,240.0,227.0,202.0,181.0,218.0
GC402,Business (HRM),,,264.0,236.0,218.0,217.0,262.0
GC403,Law,245.0,242.0,244.0,228.0,228.0,225.0,218.0
GC407,Business (Marketing),264.0,264.0,280.0,280.0,218.0,246.0,235.0
GC430,Computing Science,251.0,251.0,252.0,220.0,220.0,217.0,219.0
GC450,Communications and Media Production,225.0,225.0,254.0,254.0,254.0,227.0,193.0
GC462,Design Communication (portfolio),300.0,,,,,,
GC489,Interior Architecture (portfolio),288.0,274.0,254.0,,254.0,267.0,
GC494,Fashion Design (portfolio),351.0,,337.0,217.0,217.0,,346.0
BY001,Business,210.0,210.0,,,,,
ID001,Accounting and Finance,,,203.0,,203.0,229.0,310.0
ID002,Business Studies,,,294.0,,294.0,285.0,
AD101,First Year Art and Design (Common Entry portfolio),554.0,,,,,,
AD102,Graphic Design and Moving Image Design (portfolio),538.0,,,,,,
AD103,Textile and Surface Design and Jewellery and Objec,505.0,,,,,,
AD202,Education and Design or Fine Art (Second Level Tea,591.0,,,,,,
AD204,Fine Art (portfolio),514.0,,,,,,
AD211,Fashion Design (portfolio),760.0,679.0,,,,,
AD212,Product Design (portfolio),413.0,,,,,,
AD215,Visual Culture,337.0,300.0,377.0,320.0,320.0,300.0,279.0
AD217,Illustration (portfolio),738.0,,,,,,
AD222,Interaction Design (portfolio),444.0,,,,,,
NC003,Computing (Degree Award options),271.0,,260.0,,260.0,261.0,280.0
NC005,Human Resource Management,301.0,,300.0,,300.0,297.0,301.0
NC009,Business,300.0,,300.0,,300.0,297.0,300.0
NC010,Psychology,420.0,,400.0,,400.0,366.0,350.0
NC020,Marketing Practice,270.0,,280.0,,282.0,270.0,303.0
NC022,Accounting and Finance,330.0,,337.0,,337.0,338.0,341.0
NC023,Technology Management (with specialisations),266.0,,261.0,,261.0,260.0,289.0
NC030,Early Childhood Education and Care,251.0,251.0,,,,,
RC001,Medicine - Undergraduate Entry (HPAT required),741.0,740.0,733.0,,733.0,729.0,730.0
RC004,Physiotherapy,589.0,589.0,566.0,,566.0,532.0,532.0
RC005,Pharmacy,613.0,613.0,579.0,,578.0,555.0,544.0
RC101,Medicine - Graduate Entry (GAMSAT required),,,,,61.0,60.0,58.0
NM801,Montessori Education,262.0,,220.0,,220.0,,
NM802,Psychology,228.0,,,,,,
TU801,Sustainable Energy Engineering,235.0,,235.0,,235.0,,
TU802,Electrical Services and Energy Management,309.0,,317.0,300.0,300.0,,
TU804,Engineering (Common Entry with Award options),270.0,,271.0,,271.0,,
TU805,Engineering (General Entry),466.0,465.0,402.0,,402.0,,
TU807,Computer Engineering in Mobile Systems,274.0,,276.0,,276.0,,
TU810,Mechatronic Engineering,271.0,,270.0,,271.0,,
TU811,Product Design,440.0,434.0,411.0,,411.0,,
TU812,Design Technology and Innovation,278.0,,270.0,,270.0,,
TU814,Sustainable Transport Management,253.0,253.0,285.0,251.0,251.0,,
TU828,Mechanical Engineering (General Entry),300.0,,,,,,
TU829,Electronic Engineering (General Entry),248.0,248.0,,,,,
TU831,Architectural Technology,423.0,,410.0,,410.0,,
TU832,Architecture (Suitability Test and Interview),644.0,638.0,622.0,,622.0,,
TU833,Construction Management,396.0,,367.0,,367.0,,
TU834,Geographic Science,315.0,,288.0,,288.0,,
TU835,Planning and Environmental Management,330.0,,313.0,,313.0,,
TU836,Property Economics (Valuation Surveying),411.0,,401.0,,401.0,,
TU837,Quantity Surveying and Construction Economics,413.0,,385.0,,385.0,,
TU838,Sustainable Timber Technology,307.0,271.0,,,,,
TU851,Analytical Chemistry (Environmental  Forensic and,400.0,,349.0,,349.0,,
TU852,Chemical Sciences with Medicinal Chemistry,477.0,,476.0,,476.0,,
TU854,Science (General Entry),510.0,,476.0,,476.0,,
TU855,Science with Nanotechnology,322.0,,331.0,319.0,319.0,,
TU856,Computer Science,499.0,,476.0,,476.0,,
TU857,Computer Science (Infrastructure),403.0,,391.0,,391.0,,
TU858,Computer Science (International),395.0,,377.0,,377.0,,
TU859,Computing,251.0,,217.0,234.0,217.0,,
TU860,Computing (Information Technology),270.0,,260.0,,260.0,,
TU861,Computing with Language (French/German/Spanish),235.0,235.0,308.0,308.0,308.0,,
TU862,Computing with Artificial Intelligence Machine Lea,262.0,,226.0,226.0,226.0,,
TU863,Digital Forensics and Cyber Security,282.0,,280.0,,280.0,,
TU864,DNA and Forensic Analysis,500.0,441.0,400.0,390.0,390.0,,
TU865,Cloud Computing,235.0,,226.0,,226.0,,
TU866,Biomedical and Molecular Diagnostics,522.0,,487.0,,487.0,,
TU867,Biomedical Science,576.0,566.0,524.0,,524.0,,
TU868,Clinical Measurement Science,542.0,,510.0,,510.0,,
TU869,Environmental Health,387.0,,336.0,,336.0,,
TU870,Human Nutrition and Dietetics,601.0,,578.0,,578.0,,
TU871,Optometry,532.0,,509.0,,509.0,,
TU872,Public Health Nutrition,487.0,,491.0,,491.0,,
TU874,Mathematical Sciences,294.0,294.0,341.0,,343.0,,
TU875,Pharmaceutical Healthcare,451.0,,400.0,,400.0,,
TU876,Pharmaceutical Science,445.0,,377.0,349.0,349.0,,
TU877,Physics Technology,314.0,314.0,308.0,,308.0,,
TU878,Physics with Energy and Environment,339.0,,337.0,337.0,331.0,,
